Língua,Coleção,Título,Link
PT-BR,Conferência Geral Abril 2022,Discipulado valente nos últimos dias Jörg Klebingat,https://www.churchofjesuschrist.org/study/general-conference/2022/04/53klebingat?lang=por
PT-BR,Conferência Geral Abril 2022,Nosso objetivo é a conversão Mark L. Pace,https://www.churchofjesuschrist.org/study/general-conference/2022/04/54pace?lang=por
PT-BR,Conferência Geral Abril 2022,Maravilhar-se com Cristo e Seu evangelho Ulisses Soares,https://www.churchofjesuschrist.org/study/general-conference/2022/04/55soares?lang=por
PT-BR,Conferência Geral Abril 2022,Entrar no rebanho de Deus Randy D. Funk,https://www.churchofjesuschrist.org/study/general-conference/2022/04/56funk?lang=por
PT-BR,Conferência Geral Abril 2022,Ofertar sinceramente tudo o que temos Dieter F. Uchtdorf,https://www.churchofjesuschrist.org/study/general-conference/2022/04/57uchtdorf?lang=por
PT-BR,Conferência Geral Abril 2022,Agora é o momento Russell M. Nelson,https://www.churchofjesuschrist.org/study/general-conference/2022/04/58nelson?lang=por
PT-BR,Conferência Geral Outubro 2021,"Verdade pura, doutrina pura e revelação pura Russell M. Nelson",https://www.churchofjesuschrist.org/study/general-conference/2021/10/11nelson?lang=por
PT-BR,Conferência Geral Outubro 2021,O maior de todos os bens Jeffrey R. Holland,https://www.churchofjesuschrist.org/study/general-conference/2021/10/12holland?lang=por
PT-BR,Conferência Geral Outubro 2021,"Acheguem-se a Cristo, mas não sozinhos Bonnie H. Cordon",https://www.churchofjesuschrist.org/study/general-conference/2021/10/13cordon?lang=por
PT-BR,Conferência Geral Outubro 2021,A eterna compaixão do Salvador Ulisses Soares,https://www.churchofjesuschrist.org/study/general-conference/2021/10/14soares?lang=por
PT-BR,Conferência Geral Outubro 2021,O amor de Deus D. Todd Christofferson,https://www.churchofjesuschrist.org/study/general-conference/2021/10/15christofferson?lang=por
PT-BR,Conferência Geral Outubro 2021,Tornar-se melhor em Cristo: A parábola do coeficiente angular Clark G. Gilbert,https://www.churchofjesuschrist.org/study/general-conference/2021/10/16gilbert?lang=por
PT-BR,Conferência Geral Outubro 2021,Uma busca fiel recompensada Patricio M. Giuffra,https://www.churchofjesuschrist.org/study/general-conference/2021/10/17giuffra?lang=por
PT-BR,Conferência Geral Outubro 2021,A necessidade de pertencermos a uma Igreja Dallin H. Oaks,https://www.churchofjesuschrist.org/study/general-conference/2021/10/18oaks?lang=por
PT-BR,Conferência Geral Outubro 2021,"Apoio às autoridades gerais, aos setentas de área e aos líderes gerais Henry B. Eyring",https://www.churchofjesuschrist.org/study/general-conference/2021/10/21eyring?lang=por
PT-BR,Conferência Geral Outubro 2021,"“Com o poder de Deus, em grande glória” David A. Bednar",https://www.churchofjesuschrist.org/study/general-conference/2021/10/22bednar?lang=por
PT-BR,Conferência Geral Outubro 2021,Fé para agir e tornar-se melhor Ciro Schmeil,https://www.churchofjesuschrist.org/study/general-conference/2021/10/23schmeil?lang=por
PT-BR,Conferência Geral Outubro 2021,O amor de Deus: A maior alegria para a alma Susan H. Porter,https://www.churchofjesuschrist.org/study/general-conference/2021/10/24porter?lang=por
PT-BR,Conferência Geral Outubro 2021,Falar a respeito de saúde emocional Erich W. Kopischke,https://www.churchofjesuschrist.org/study/general-conference/2021/10/25kopischke?lang=por
PT-BR,Conferência Geral Outubro 2021,“As coisas de minha alma” Ronald A. Rasband,https://www.churchofjesuschrist.org/study/general-conference/2021/10/26rasband?lang=por
PT-BR,Conferência Geral Outubro 2021,Preparar-se para a Segunda Vinda de Cristo Christoffel Golden Jr.,https://www.churchofjesuschrist.org/study/general-conference/2021/10/27golden?lang=por
PT-BR,Conferência Geral Outubro 2021,“Favorecido pelo Senhor em todos os meus dias” Moisés Villanueva,https://www.churchofjesuschrist.org/study/general-conference/2021/10/28villanueva?lang=por
PT-BR,Conferência Geral Outubro 2021,"Simplesmente lindo, lindamente simples Gary E. Stevenson",https://www.churchofjesuschrist.org/study/general-conference/2021/10/29stevenson?lang=por
PT-BR,Conferência Geral Outubro 2021,“Amas-me mais do que estes?” M. Russell Ballard,https://www.churchofjesuschrist.org/study/general-conference/2021/10/31ballard?lang=por
PT-BR,Conferência Geral Outubro 2021,“Oro para que Ele nos use como instrumentos” Sharon Eubank,https://www.churchofjesuschrist.org/study/general-conference/2021/10/32eubank?lang=por
PT-BR,Conferência Geral Outubro 2021,“Porventura não há bálsamo em Gileade?” Brent H. Nielson,https://www.churchofjesuschrist.org/study/general-conference/2021/10/33nielson?lang=por
PT-BR,Conferência Geral Outubro 2021,Aprofundar nossa conversão a Jesus Cristo Arnulfo Valenzuela,https://www.churchofjesuschrist.org/study/general-conference/2021/10/34valenzuela?lang=por
PT-BR,Conferência Geral Outubro 2021,Dignidade não significa perfeição Bradley R. Wilcox,https://www.churchofjesuschrist.org/study/general-conference/2021/10/35wilcox?lang=por
PT-BR,Conferência Geral Outubro 2021,Ser um seguidor de Cristo Alfred Kyungu,https://www.churchofjesuschrist.org/study/general-conference/2021/10/36kyungu?lang=por
PT-BR,Conferência Geral Outubro 2021,“Levantai vossa luz” Marcus B. Nash,https://www.churchofjesuschrist.org/study/general-conference/2021/10/37nash?lang=por
PT-BR,Conferência Geral Outubro 2021,A fé para pedir e depois agir Henry B. Eyring,https://www.churchofjesuschrist.org/study/general-conference/2021/10/38eyring?lang=por
PT-BR,Conferência Geral Outubro 2021,Nossa restauração diária Dieter F. Uchtdorf,https://www.churchofjesuschrist.org/study/general-conference/2021/10/41uchtdorf?lang=por
PT-BR,Conferência Geral Outubro 2021,Permitam que Cristo seja o autor de sua história Camille N. Johnson,https://www.churchofjesuschrist.org/study/general-conference/2021/10/42johnson?lang=por
PT-BR,Conferência Geral Outubro 2021,A paz de Cristo desfaz a inimizade Dale G. Renlund,https://www.churchofjesuschrist.org/study/general-conference/2021/10/43renlund?lang=por
PT-BR,Conferência Geral Outubro 2021,Uma casa de ordem sequencial Vaiangina Sikahema,https://www.churchofjesuschrist.org/study/general-conference/2021/10/44sikahema?lang=por
PT-BR,Conferência Geral Outubro 2021,Paz individual em tempos difíceis Quentin L. Cook,https://www.churchofjesuschrist.org/study/general-conference/2021/10/46cook?lang=por
PT-BR,Conferência Geral Outubro 2021,O templo e o nosso alicerce espiritual Russell M. Nelson,https://www.churchofjesuschrist.org/study/general-conference/2021/10/47nelson?lang=por
PT-BR,Conferência Geral Outubro 2021,Confiar novamente Gerrit W. Gong,https://www.churchofjesuschrist.org/study/general-conference/2021/10/51gong?lang=por
PT-BR,Conferência Geral Outubro 2021,Ofertar santidade ao Senhor L. Todd Budge,https://www.churchofjesuschrist.org/study/general-conference/2021/10/52budge?lang=por
PT-BR,Conferência Geral Outubro 2021,"“Lembra-te de teus santos que estão sofrendo, ó nosso Deus” Anthony D. Perkins",https://www.churchofjesuschrist.org/study/general-conference/2021/10/53perkins?lang=por
PT-BR,Conferência Geral Outubro 2021,Um por cento melhor Michael A. Dunn,https://www.churchofjesuschrist.org/study/general-conference/2021/10/54dunn?lang=por
PT-BR,Conferência Geral Outubro 2021,Como enfrentar nossos furacões espirituais crendo em Cristo Sean Douglas,https://www.churchofjesuschrist.org/study/general-conference/2021/10/55douglas?lang=por
PT-BR,Conferência Geral Outubro 2021,Os milagres do evangelho de Jesus Cristo Carlos G. Revillo Jr.,https://www.churchofjesuschrist.org/study/general-conference/2021/10/56revillo?lang=por
PT-BR,Conferência Geral Outubro 2021,Olhe para a estrada à frente Alvin F. Meredith III,https://www.churchofjesuschrist.org/study/general-conference/2021/10/57meredith?lang=por
PT-BR,Conferência Geral Outubro 2021,“O nome da Igreja não é negociável” Neil L. Andersen,https://www.churchofjesuschrist.org/study/general-conference/2021/10/58andersen?lang=por
PT-BR,Conferência Geral Outubro 2021,Reservar tempo para o Senhor Russell M. Nelson,https://www.churchofjesuschrist.org/study/general-conference/2021/10/59nelson?lang=por
PT-BR,Conferência Geral Abril 2021,Deus está entre nós Dieter F. Uchtdorf,https://www.churchofjesuschrist.org/study/general-conference/2021/04/12uchtdorf?lang=por
PT-BR,Conferência Geral Abril 2021,Conversas essenciais Joy D. Jones,https://www.churchofjesuschrist.org/study/general-conference/2021/04/13jones?lang=por
PT-BR,Conferência Geral Abril 2021,Ensinar à maneira do Salvador Jan E. Newman,https://www.churchofjesuschrist.org/study/general-conference/2021/04/14newman?lang=por
PT-BR,Conferência Geral Abril 2021,Corações entrelaçados Gary E. Stevenson,https://www.churchofjesuschrist.org/study/general-conference/2021/04/15stevenson?lang=por
PT-BR,Conferência Geral Abril 2021,Lugar na estalagem Gerrit W. Gong,https://www.churchofjesuschrist.org/study/general-conference/2021/04/16gong?lang=por
PT-BR,Conferência Geral Abril 2021,Eu gosto de ver o templo Henry B. Eyring,https://www.churchofjesuschrist.org/study/general-conference/2021/04/17eyring?lang=por
PT-BR,Conferência Geral Abril 2021,"Apoio às autoridades gerais, aos setentas de área e aos líderes gerais Dallin H. Oaks",https://www.churchofjesuschrist.org/study/general-conference/2021/04/21oaks?lang=por
PT-BR,Conferência Geral Abril 2021,A paz que o mundo não dá Jeffrey R. Holland,https://www.churchofjesuschrist.org/study/general-conference/2021/04/23holland?lang=por
PT-BR,Conferência Geral Abril 2021,Pobrezinhos Jorge T. Becerra,https://www.churchofjesuschrist.org/study/general-conference/2021/04/24becerra?lang=por
PT-BR,Conferência Geral Abril 2021,Injustiças revoltantes Dale G. Renlund,https://www.churchofjesuschrist.org/study/general-conference/2021/04/25renlund?lang=por
PT-BR,Conferência Geral Abril 2021,A jornada pessoal de um filho de Deus Neil L. Andersen,https://www.churchofjesuschrist.org/study/general-conference/2021/04/26andersen?lang=por
PT-BR,Conferência Geral Abril 2021,Sereis livres Thierry K. Mutombo,https://www.churchofjesuschrist.org/study/general-conference/2021/04/27mutombo?lang=por
PT-BR,Conferência Geral Abril 2021,Esperança em Cristo M. Russell Ballard,https://www.churchofjesuschrist.org/study/general-conference/2021/04/28ballard?lang=por
PT-BR,Conferência Geral Abril 2021,Sessão geral do sacerdócio,https://www.churchofjesuschrist.org/study/general-conference/2021/04/priesthood-session?lang=por
PT-BR,Conferência Geral Abril 2021,Bispos: Os pastores do rebanho do Senhor Quentin L. Cook,https://www.churchofjesuschrist.org/study/general-conference/2021/04/31cook?lang=por
PT-BR,Conferência Geral Abril 2021,Vocês podem coligar Israel! Ahmad S. Corbitt,https://www.churchofjesuschrist.org/study/general-conference/2021/04/32corbitt?lang=por
PT-BR,Conferência Geral Abril 2021,Esta é a nossa época! S. Gifford Nielsen,https://www.churchofjesuschrist.org/study/general-conference/2021/04/33nielsen?lang=por
PT-BR,Conferência Geral Abril 2021,Abençoar em Seu nome Henry B. Eyring,https://www.churchofjesuschrist.org/study/general-conference/2021/04/34eyring?lang=por
PT-BR,Conferência Geral Abril 2021,O que nosso Salvador fez por nós? Dallin H. Oaks,https://www.churchofjesuschrist.org/study/general-conference/2021/04/35oaks?lang=por
PT-BR,Conferência Geral Abril 2021,O que estamos aprendendo e que jamais esqueceremos Russell M. Nelson,https://www.churchofjesuschrist.org/study/general-conference/2021/04/36nelson?lang=por
PT-BR,Conferência Geral Abril 2021,Jesus Cristo: O cuidador de nossa alma Ulisses Soares,https://www.churchofjesuschrist.org/study/general-conference/2021/04/41soares?lang=por
PT-BR,Conferência Geral Abril 2021,A sepultura não tem vitória Reyna I. Aburto,https://www.churchofjesuschrist.org/study/general-conference/2021/04/42aburto?lang=por
PT-BR,Conferência Geral Abril 2021,Nossa tristeza se converterá em alegria S. Mark Palmer,https://www.churchofjesuschrist.org/study/general-conference/2021/04/43palmer?lang=por
PT-BR,Conferência Geral Abril 2021,Prosseguir para o alvo Edward Dube,https://www.churchofjesuschrist.org/study/general-conference/2021/04/44dube?lang=por
PT-BR,Conferência Geral Abril 2021,Lembrar-se do caminho de volta ao lar José A. Teixeira,https://www.churchofjesuschrist.org/study/general-conference/2021/04/45teixeira?lang=por
PT-BR,Conferência Geral Abril 2021,Deus ama Seus filhos Taniela B. Wakolo,https://www.churchofjesuschrist.org/study/general-conference/2021/04/46wakolo?lang=por
PT-BR,Conferência Geral Abril 2021,Eles não poderão prevalecer e nós não cairemos Chi Hong (Sam) Wong,https://www.churchofjesuschrist.org/study/general-conference/2021/04/47wong?lang=por
PT-BR,Conferência Geral Abril 2021,Nosso Salvador pessoal Michael John U. Teh,https://www.churchofjesuschrist.org/study/general-conference/2021/04/48teh?lang=por
PT-BR,Conferência Geral Abril 2021,Cristo ressuscitou; a fé que temos Nele moverá montanhas Russell M. Nelson,https://www.churchofjesuschrist.org/study/general-conference/2021/04/49nelson?lang=por
PT-BR,Conferência Geral Abril 2021,Defender a constituição inspirada por Deus Dallin H. Oaks,https://www.churchofjesuschrist.org/study/general-conference/2021/04/51oaks?lang=por
PT-BR,Conferência Geral Abril 2021,“Porque eis que (…) sou um Deus de milagres” Ronald A. Rasband,https://www.churchofjesuschrist.org/study/general-conference/2021/04/52rasband?lang=por
PT-BR,Conferência Geral Abril 2021,A luz se apega à luz Timothy J. Dyches,https://www.churchofjesuschrist.org/study/general-conference/2021/04/53dyches?lang=por
PT-BR,Conferência Geral Abril 2021,Por que trilhar o caminho do convênio D. Todd Christofferson,https://www.churchofjesuschrist.org/study/general-conference/2021/04/54christofferson?lang=por
PT-BR,Conferência Geral Abril 2021,A verdade clara como a luz da plenitude do evangelho Alan R. Walker,https://www.churchofjesuschrist.org/study/general-conference/2021/04/55walker?lang=por
PT-BR,Conferência Geral Abril 2021,“Os princípios de meu evangelho” David A. Bednar,https://www.churchofjesuschrist.org/study/general-conference/2021/04/56bednar?lang=por
PT-BR,Conferência Geral Abril 2021,A Covid-19 e os templos Russell M. Nelson,https://www.churchofjesuschrist.org/study/general-conference/2021/04/57nelson?lang=por
PT-BR,Conferência Geral Outubro 2020,Seguindo em frente Russell M. Nelson,https://www.churchofjesuschrist.org/study/general-conference/2020/10/11nelson?lang=por
PT-BR,Conferência Geral Outubro 2020,E assim os provaremos David A. Bednar,https://www.churchofjesuschrist.org/study/general-conference/2020/10/12bednar?lang=por
PT-BR,Conferência Geral Outubro 2020,Tornar-se como Ele Scott D. Whiting,https://www.churchofjesuschrist.org/study/general-conference/2020/10/13whiting?lang=por
PT-BR,Conferência Geral Outubro 2020,Olhos para ver Michelle D. Craig,https://www.churchofjesuschrist.org/study/general-conference/2020/10/14craig?lang=por
PT-BR,Conferência Geral Outubro 2020,Corações entrelaçados em retidão e união Quentin L. Cook,https://www.churchofjesuschrist.org/study/general-conference/2020/10/15cook?lang=por
PT-BR,Conferência Geral Outubro 2020,Recomendados ao Senhor Ronald A. Rasband,https://www.churchofjesuschrist.org/study/general-conference/2020/10/16rasband?lang=por
PT-BR,Conferência Geral Outubro 2020,Amai vossos inimigos Dallin H. Oaks,https://www.churchofjesuschrist.org/study/general-conference/2020/10/17oaks?lang=por
PT-BR,Conferência Geral Outubro 2020,"Apoio a autoridades gerais, setentas de área e líderes gerais Henry B. Eyring",https://www.churchofjesuschrist.org/study/general-conference/2020/10/21eyring?lang=por
PT-BR,Conferência Geral Outubro 2020,Sociedades sustentáveis D. Todd Christofferson,https://www.churchofjesuschrist.org/study/general-conference/2020/10/22christofferson?lang=por
PT-BR,Conferência Geral Outubro 2020,Encontrar alegria em Cristo Steven J. Lund,https://www.churchofjesuschrist.org/study/general-conference/2020/10/23lund?lang=por
PT-BR,Conferência Geral Outubro 2020,"Todas as nações, tribos e línguas Gerrit W. Gong",https://www.churchofjesuschrist.org/study/general-conference/2020/10/24gong?lang=por
PT-BR,Conferência Geral Outubro 2020,Havia pão W. Christopher Waddell,https://www.churchofjesuschrist.org/study/general-conference/2020/10/25waddell?lang=por
PT-BR,Conferência Geral Outubro 2020,A grandiosa dádiva do Filho Matthew S. Holland,https://www.churchofjesuschrist.org/study/general-conference/2020/10/26holland?lang=por
PT-BR,Conferência Geral Outubro 2020,A cultura de Cristo William K. Jackson,https://www.churchofjesuschrist.org/study/general-conference/2020/10/27jackson?lang=por
PT-BR,Conferência Geral Outubro 2020,Deus fará algo inimaginável Dieter F. Uchtdorf,https://www.churchofjesuschrist.org/study/general-conference/2020/10/28uchtdorf?lang=por
PT-BR,Conferência Geral Outubro 2020,Sessão geral das mulheres,https://www.churchofjesuschrist.org/study/general-conference/2020/10/womens-session?lang=por
PT-BR,Conferência Geral Outubro 2020,"Ao unirmos nossos sentimentos, Deus nos concederá poder Sharon Eubank",https://www.churchofjesuschrist.org/study/general-conference/2020/10/31eubank?lang=por
PT-BR,Conferência Geral Outubro 2020,Oferecer nossa mudança Becky Craven,https://www.churchofjesuschrist.org/study/general-conference/2020/10/32craven?lang=por
PT-BR,Conferência Geral Outubro 2020,O poder de cura de Jesus Cristo Cristina B. Franco,https://www.churchofjesuschrist.org/study/general-conference/2020/10/34franco?lang=por
PT-BR,Conferência Geral Outubro 2020,Vídeo: A Luz que Resplandece nas Trevas Vídeo,https://www.churchofjesuschrist.org/study/general-conference/2020/10/33video?lang=por
PT-BR,Conferência Geral Outubro 2020,Irmãs em Sião Henry B. Eyring,https://www.churchofjesuschrist.org/study/general-conference/2020/10/35eyring?lang=por
PT-BR,Conferência Geral Outubro 2020,Tende bom ânimo Dallin H. Oaks,https://www.churchofjesuschrist.org/study/general-conference/2020/10/36oaks?lang=por
PT-BR,Conferência Geral Outubro 2020,Abraçar o futuro com fé Russell M. Nelson,https://www.churchofjesuschrist.org/study/general-conference/2020/10/37nelson?lang=por
PT-BR,Conferência Geral Outubro 2020,"“Vigiai, pois, a todo tempo, orando” M. Russell Ballard",https://www.churchofjesuschrist.org/study/general-conference/2020/10/41ballard?lang=por
PT-BR,Conferência Geral Outubro 2020,"“Cala-te, aquieta-te” Lisa L. Harkness",https://www.churchofjesuschrist.org/study/general-conference/2020/10/42harkness?lang=por
PT-BR,Conferência Geral Outubro 2020,Buscar a Cristo em cada pensamento Ulisses Soares,https://www.churchofjesuschrist.org/study/general-conference/2020/10/43soares?lang=por
PT-BR,Conferência Geral Outubro 2020,Eu acredito em anjos Carlos A. Godoy,https://www.churchofjesuschrist.org/study/general-conference/2020/10/44godoy?lang=por
PT-BR,Conferência Geral Outubro 2020,Falamos de Cristo Neil L. Andersen,https://www.churchofjesuschrist.org/study/general-conference/2020/10/45andersen?lang=por
PT-BR,Conferência Geral Outubro 2020,Permita que Deus prevaleça Russell M. Nelson,https://www.churchofjesuschrist.org/study/general-conference/2020/10/46nelson?lang=por
PT-BR,Conferência Geral Outubro 2020,"Testados, provados e aperfeiçoados Henry B. Eyring",https://www.churchofjesuschrist.org/study/general-conference/2020/10/51eyring?lang=por
PT-BR,Conferência Geral Outubro 2020,Que “tenha (…) a paciência a sua obra perfeita” e que tenhamos “grande regozijo”! Jeremy R. Jaggi,https://www.churchofjesuschrist.org/study/general-conference/2020/10/52jaggi?lang=por
PT-BR,Conferência Geral Outubro 2020,Altamente favorecidos pelo Senhor Gary E. Stevenson,https://www.churchofjesuschrist.org/study/general-conference/2020/10/53stevenson?lang=por
PT-BR,Conferência Geral Outubro 2020,"Pedir, buscar e bater Milton Camargo",https://www.churchofjesuschrist.org/study/general-conference/2020/10/54camargo?lang=por
PT-BR,Conferência Geral Outubro 2020,"Praticar a justiça, amar a benevolência e andar humildemente com Deus Dale G. Renlund",https://www.churchofjesuschrist.org/study/general-conference/2020/10/55renlund?lang=por
PT-BR,Conferência Geral Outubro 2020,Poder duradouro Kelly R. Johnson,https://www.churchofjesuschrist.org/study/general-conference/2020/10/56johnson?lang=por
PT-BR,Conferência Geral Outubro 2020,Esperar no Senhor Jeffrey R. Holland,https://www.churchofjesuschrist.org/study/general-conference/2020/10/57holland?lang=por
PT-BR,Conferência Geral Outubro 2020,Um novo normal Russell M. Nelson,https://www.churchofjesuschrist.org/study/general-conference/2020/10/58nelson?lang=por
PT-BR,Conferência Geral Abril 2020,Não prosseguiremos em tão grande causa? M. Russell Ballard,https://www.churchofjesuschrist.org/study/general-conference/2020/04/12ballard?lang=por
PT-BR,Conferência Geral Abril 2020,Assegurar um julgamento justo James R. Rasband,https://www.churchofjesuschrist.org/study/general-conference/2020/04/13rasband?lang=por
PT-BR,Conferência Geral Abril 2020,Um chamado particularmente nobre Joy D. Jones,https://www.churchofjesuschrist.org/study/general-conference/2020/04/14jones?lang=por
PT-BR,Conferência Geral Abril 2020,Lembranças espirituais determinantes Neil L. Andersen,https://www.churchofjesuschrist.org/study/general-conference/2020/04/15andersen?lang=por
PT-BR,Conferência Geral Abril 2020,No fundo de nosso coração Douglas D. Holmes,https://www.churchofjesuschrist.org/study/general-conference/2020/04/16holmes?lang=por
PT-BR,Conferência Geral Abril 2020,Orações de fé Henry B. Eyring,https://www.churchofjesuschrist.org/study/general-conference/2020/04/17eyring?lang=por
PT-BR,Conferência Geral Abril 2020,"Apoio às autoridades gerais, setentas de área e líderes gerais Dallin H. Oaks",https://www.churchofjesuschrist.org/study/general-conference/2020/04/21oaks?lang=por
PT-BR,Conferência Geral Abril 2020,O surgimento do Livro de Mórmon Ulisses Soares,https://www.churchofjesuschrist.org/study/general-conference/2020/04/23soares?lang=por
PT-BR,Conferência Geral Abril 2020,Vinde a Cristo — Viver como santos dos últimos dias John A. McCune,https://www.churchofjesuschrist.org/study/general-conference/2020/04/24mccune?lang=por
PT-BR,Conferência Geral Abril 2020,Uma testemunha viva do Cristo vivo Gérald Caussé,https://www.churchofjesuschrist.org/study/general-conference/2020/04/25causse?lang=por
PT-BR,Conferência Geral Abril 2020,Ponderar sobre a bondade e a grandiosidade de Deus Dale G. Renlund,https://www.churchofjesuschrist.org/study/general-conference/2020/04/26renlund?lang=por
PT-BR,Conferência Geral Abril 2020,O poder do Livro de Mórmon na conversão Benjamin M. Z. Tai,https://www.churchofjesuschrist.org/study/general-conference/2020/04/27tai?lang=por
PT-BR,Conferência Geral Abril 2020,Um bom fundamento para o futuro Gary E. Stevenson,https://www.churchofjesuschrist.org/study/general-conference/2020/04/28stevenson?lang=por
PT-BR,Conferência Geral Abril 2020,Hosana e aleluia — o Jesus Cristo vivo: O ponto central da Restauração e da Páscoa Gerrit W. Gong,https://www.churchofjesuschrist.org/study/general-conference/2020/04/31gong?lang=por
PT-BR,Conferência Geral Abril 2020,Como o sacerdócio abençoa os jovens Laudy Ruth Kaouk Alvarez,https://www.churchofjesuschrist.org/study/general-conference/2020/04/32alvarez?lang=por
PT-BR,Conferência Geral Abril 2020,Como o sacerdócio abençoa os jovens Enzo Serge Petelo,https://www.churchofjesuschrist.org/study/general-conference/2020/04/33petelo?lang=por
PT-BR,Conferência Geral Abril 2020,Unidos ao realizar a obra de Deus Jean B. Bingham,https://www.churchofjesuschrist.org/study/general-conference/2020/04/34bingham?lang=por
PT-BR,Conferência Geral Abril 2020,Ele irá adiante de nós Henry B. Eyring,https://www.churchofjesuschrist.org/study/general-conference/2020/04/35eyring?lang=por
PT-BR,Conferência Geral Abril 2020,O Sacerdócio de Melquisedeque e as chaves Dallin H. Oaks,https://www.churchofjesuschrist.org/study/general-conference/2020/04/36oaks?lang=por
PT-BR,Conferência Geral Abril 2020,Abrir os céus em busca de ajuda Russell M. Nelson,https://www.churchofjesuschrist.org/study/general-conference/2020/04/37nelson?lang=por
PT-BR,Conferência Geral Abril 2020,Cumprimento da profecia Ronald A. Rasband,https://www.churchofjesuschrist.org/study/general-conference/2020/04/41rasband?lang=por
PT-BR,Conferência Geral Abril 2020,De tal forma que vejam Bonnie H. Cordon,https://www.churchofjesuschrist.org/study/general-conference/2020/04/42cordon?lang=por
PT-BR,Conferência Geral Abril 2020,Um perfeito esplendor de esperança Jeffrey R. Holland,https://www.churchofjesuschrist.org/study/general-conference/2020/04/43holland?lang=por
PT-BR,Conferência Geral Abril 2020,“Que essa casa seja construída ao meu nome” David A. Bednar,https://www.churchofjesuschrist.org/study/general-conference/2020/04/44bednar?lang=por
PT-BR,Conferência Geral Abril 2020,Ouvir o Senhor Russell M. Nelson,https://www.churchofjesuschrist.org/study/general-conference/2020/04/45nelson?lang=por
PT-BR,Conferência Geral Abril 2020,O Brado de Hosana Russell M. Nelson,https://www.churchofjesuschrist.org/study/general-conference/2020/04/46nelson?lang=por
PT-BR,Conferência Geral Abril 2020,O grande plano Dallin H. Oaks,https://www.churchofjesuschrist.org/study/general-conference/2020/04/51oaks?lang=por
PT-BR,Conferência Geral Abril 2020,A bênção da revelação contínua aos profetas e da revelação pessoal para guiar nossa vida Quentin L. Cook,https://www.churchofjesuschrist.org/study/general-conference/2020/04/52cook?lang=por
PT-BR,Conferência Geral Abril 2020,Encontrar refúgio das tempestades da vida Ricardo P. Giménez,https://www.churchofjesuschrist.org/study/general-conference/2020/04/53gimenez?lang=por
PT-BR,Conferência Geral Abril 2020,Venham e façam parte Dieter F. Uchtdorf,https://www.churchofjesuschrist.org/study/general-conference/2020/04/54uchtdorf?lang=por
PT-BR,Conferência Geral Abril 2020,Os melhores lares L. Whitney Clayton,https://www.churchofjesuschrist.org/study/general-conference/2020/04/55clayton?lang=por
PT-BR,Conferência Geral Abril 2020,Compartilhar a mensagem da Restauração e da Ressurreição D. Todd Christofferson,https://www.churchofjesuschrist.org/study/general-conference/2020/04/56christofferson?lang=por
PT-BR,Conferência Geral Abril 2020,Prosseguir com fé Russell M. Nelson,https://www.churchofjesuschrist.org/study/general-conference/2020/04/57nelson?lang=por
EN-US,Special Topics,Topic chosen by the Stake,
EN-US,Special Topics,Free topic,
EN-US,Special Topics,Testimony,
EN-US,For the Strength of Youth,Make inspired choices,https://www.churchofjesuschrist.org/study/manual/for-the-strength-of-youth/02-choices?lang=eng
EN-US,For the Strength of Youth,Jesus Christ will help you,https://www.churchofjesuschrist.org/study/manual/for-the-strength-of-youth/03-help?lang=eng
EN-US,For the Strength of Youth,"Love God, love your neighbor",https://www.churchofjesuschrist.org/study/manual/for-the-strength-of-youth/04-neighbor?lang=eng
EN-US,For the Strength of Youth,Walk in God’s light,https://www.churchofjesuschrist.org/study/manual/for-the-strength-of-youth/05-light?lang=eng
EN-US,For the Strength of Youth,Your body is sacred,https://www.churchofjesuschrist.org/study/manual/for-the-strength-of-youth/06-body?lang=eng
EN-US,For the Strength of Youth,Truth will make you free,https://www.churchofjesuschrist.org/study/manual/for-the-strength-of-youth/07-truth?lang=eng
EN-US,For the Strength of Youth,Find joy in Christ,https://www.churchofjesuschrist.org/study/manual/for-the-strength-of-youth/08-joy?lang=eng
EN-US,For the Strength of Youth,What about … ?,https://www.churchofjesuschrist.org/study/manual/for-the-strength-of-youth/index?lang=eng
EN-US,For the Strength of Youth,Temple recommend questions for youth A guide for young people to make righteous choices.,https://www.churchofjesuschrist.org/study/manual/for-the-strength-of-youth/09-appendix?lang=eng#title2
EN-US,For the Strength of Youth,Young Women Theme A guide for young people to make righteous choices.,https://www.churchofjesuschrist.org/study/manual/for-the-strength-of-youth/09-appendix?lang=eng#title3
EN-US,For the Strength of Youth,Aaronic Priesthood Quorum Theme A guide for young people to make righteous choices.,https://www.churchofjesuschrist.org/study/manual/for-the-strength-of-youth/09-appendix?lang=eng#title4
EN-US,For the Strength of Youth,The Ten Commandments A guide for young people to make righteous choices.,https://www.churchofjesuschrist.org/study/manual/for-the-strength-of-youth/09-appendix?lang=eng#title5
EN-US,Gospel Principles,Chapter 1: Our Father in Heaven,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-1-our-father-in-heaven?lang=eng
EN-US,Gospel Principles,Chapter 2: Our Heavenly Family,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-2-our-heavenly-family?lang=eng
EN-US,Gospel Principles,"Chapter 3: Jesus Christ, Our Chosen Leader and Savior",https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-3-jesus-christ-our-chosen-leader-and-savior?lang=eng
